0.5075538906,0.8385648124,0.6921481486,0.2160888282
0.8493610683,0.1254118979,0.3750692892,0.7538885181
1.4824807725,0.7351879616,0.4128894825,0.6449313695
0.5769076395,0.8242052997,0.0662826601,0.5382972370
1.1963053859,0.7558726123,0.8253250923,0.2191128709
1.3203486498,0.4839306516,0.3661178169,0.2653491055
1.1072819548,0.7983301780,0.5601573097,0.5621789193
1.1507903221,0.2658963187,0.6979550453,0.0604590381
0.5249597978,0.9716296629,0.5006199961,0.1902635439
1.5224742827,0.4620275886,0.7140201817,0.8246512508
0.4745306881,0.8695089990,0.7650935053,0.3784356567
1.0724604268,0.2969020066,0.6978009311,0.4592899406
1.7762984750,0.5381610457,0.8632297770,0.1113501372
0.3498662560,0.0465127783,0.2521098546,0.3988167869
1.2402920166,0.2962267625,0.8941109489,0.4558918273
1.1820559930,0.3523008447,0.3758870775,0.6100404020
1.2510242336,0.4744085696,0.1212017535,0.4970980692
1.8883007176,0.7442719486,0.7622568117,0.9820200615
1.1888863640,0.4038885350,0.8413836356,0.6488714001
0.3089010329,0.0735830801,0.6912448289,0.9864246115
0.9255598454,0.2797242228,0.4002761706,0.2939290479
1.4971320940,0.7256917627,0.9030381300,0.2611328880
1.2824964406,0.3930946001,0.7925775063,0.8875488789
0.9223038451,0.9752310150,0.7813550038,0.7205502580
0.9880932011,0.2912454404,0.2686902296,0.3642291123
1.5045204308,0.7366750407,0.5495173109,0.4378795547
1.2923703795,0.4140864348,0.6227500874,0.6706608238
2.0578678722,0.5602242216,0.9840606163,0.9145827384
1.3708764285,0.4846075444,0.3200008258,0.4478968741
0.6748213129,0.0800524142,0.5017669240,0.1311157227
0.3697721426,0.8507489593,0.4054654973,0.2478085579
0.9158664055,0.4420525118,0.2677121492,0.1130424819
1.4565732238,0.5150103777,0.4492222661,0.2526580296
1.2739359114,0.3524188699,0.3182549880,0.8769793404
0.8633865941,0.3507742860,0.3524623415,0.2550931203
1.3123535475,0.7930827141,0.6399575400,0.7517206097
0.7453776410,0.3072559769,0.1726194175,0.2238831188
1.4959168387,0.8351084794,0.0803205309,0.9868659991
1.6797605245,0.4942028815,0.6548702809,0.9197375865
0.5489399680,0.8172869891,0.4835282366,0.0942667629
1.9571887944,0.5740437915,0.4336978149,0.6960801058
1.0376320271,0.1656414422,0.4097096844,0.1805206382
0.2919702701,0.9448761675,0.4477669191,0.0300184956
0.6791424217,0.0547743973,0.6650428170,0.2873261461
0.7362356586,0.8944486169,0.4945285216,0.5687141788
1.9413882304,0.5907463978,0.8012529627,0.5165932042
0.3768895422,0.0392373496,0.8317548700,0.8231783556
0.9104492746,0.1021062536,0.6256981886,0.1848154834
1.6470920367,0.4785040277,0.3565617464,0.8399795020
1.1381616960,0.3700580649,0.9765995404,0.9707272677
1.7847836717,0.6637511942,0.6751583844,0.1471196538
0.9023008146,0.1606224251,0.2755541946,0.4597432043
1.3104153038,0.4022267037,0.2048945995,0.8643896520
0.7747693164,0.1217212050,0.3459284965,0.8378272071
0.5423376885,0.9564273068,0.6797994464,0.3910149812
1.0934459482,0.7603843530,0.9433266500,0.0176009373
0.9770815998,0.1881282816,0.3754059338,0.1192757440
1.0834795671,0.3410211328,0.8211878855,0.0662024094
0.8178821563,0.1515626497,0.0441551694,0.1480402694
0.7082436837,0.0961111269,0.6607852845,0.8311612139
0.9886354357,0.2056727945,0.8905273600,0.9706899568
1.7487963167,0.6655081818,0.5476896997,0.4482629570
1.6898752987,0.6014179261,0.2209112511,0.4771638798
0.1913086125,0.8863306715,0.7937774020,0.0997893323
0.6706162730,0.3078111187,0.0616456466,0.1903749016
2.0767039568,0.6170353316,0.7546213526,0.7866565327
1.1277573567,0.1186228350,0.7557587169,0.4327454539
0.6377155564,0.9037741985,0.9332073393,0.6724941716
0.8292086972,0.2071172630,0.0411763145,0.3408890619
1.7855235444,0.6623003493,0.9842193016,0.4046624752
-0.0619284609,0.0208745272,0.2389601189,0.9676462141
1.7210968007,0.7317212116,0.6731629691,0.7212457241
1.5677430517,0.4761348024,0.1314496107,0.8639575514
0.1126456892,0.8419469105,0.1738512581,0.1487456579
1.9926870669,0.5525985659,0.5785464836,0.9645590440
1.7824077635,0.6382294234,0.7750126903,0.0657430324
0.9143947740,0.4656427499,0.0603255527,0.1136155884
1.0123512125,0.3903200789,0.4034750835,0.3411211095
1.9638527901,0.5515113787,0.7672869857,0.8182601175
1.8045353100,0.6646535104,0.7421850956,0.0918275915
1.2343989095,0.8631117301,0.5743896840,0.9161485023
0.8475909880,0.3343078281,0.3152522300,0.3097131815
1.0245754941,0.9171880681,0.4086158821,0.8527969166
1.8162469942,0.7063839406,0.5345699724,0.7829973496
1.0211568141,0.1674365369,0.7872160559,0.7223515743
1.8593104590,0.5642933136,0.5880305582,0.3170847466
-0.0101374905,0.9729597854,0.0180306492,0.0393487397
1.8886457910,0.6937956076,0.7939109127,0.8312378272
1.6122719546,0.7361721432,0.9309401534,0.6268450487
0.5539616716,0.0750801377,0.4579698058,0.6673052032
0.9549202989,0.3767167067,0.2912536710,0.4874346947
1.9619387443,0.6230334198,0.9885497153,0.4784843082
1.2574375035,0.1943141188,0.9644071064,0.2427213021
-0.0301392136,0.9368928517,0.1268164412,0.1403848178
0.5452443758,0.9927360380,0.3877925557,0.3892683011
1.2904637136,0.4142303020,0.1060244912,0.8525802313
1.0022532879,0.3126479330,0.3201621744,0.4771668011
0.4554068553,0.8183722534,0.4209713921,0.0931982528
1.9809532595,0.7165450814,0.6836127441,0.9466337440
1.1216227433,0.3085979269,0.6620862675,0.5685588188
0.0545883201,0.0205718000,0.1813924883,0.3867582282
0.9311922038,0.9286761036,0.4616673207,0.7953549751
1.8056285321,0.6715685951,0.4900508063,0.4156355629
1.1981399289,0.4291583823,0.3689274132,0.4130979720
0.7224654419,0.1198533212,0.3087622732,0.7135621869
1.0668127468,0.2834127955,0.5738619127,0.2557702083
1.8483131535,0.5118040570,0.1070193740,0.8971229938
1.7491260117,0.6841261214,0.5903251310,0.6171834751
1.1428006979,0.1552358510,0.8356552032,0.5383903454
0.8527185558,0.1199651294,0.1352989832,0.1665563422
1.7196102671,0.6605664158,0.3029613452,0.3789806103
0.5345698300,0.9239652641,0.9686289232,0.6068881300
0.6396686062,0.1164209971,0.3631344388,0.9339921438
1.3442310240,0.1573097489,0.9726533391,0.0778226380
0.2623385415,0.9363256739,0.6160131160,0.0824252737
0.6078757070,0.0647664990,0.7644816445,0.6167229400
0.5366767780,0.9907689597,0.7227897674,0.1396095485
0.0425342100,0.8622019289,0.0804292797,0.1456182779
0.9190551810,0.1142664925,0.5635453516,0.3065590598
1.9461481226,0.6393531051,0.9098607690,0.1973137837
0.1943407409,0.0316874397,0.4510273633,0.8528988490
0.7279994170,0.8989968403,0.6993389778,0.6909173500
1.2304545940,0.3672300780,0.9280182787,0.6537052755
1.1771970348,0.7381806194,0.3804935257,0.2450121569
1.5433079369,0.6473195202,0.0661419496,0.2359515522
0.9810975533,0.1538817357,0.5950346300,0.5302233098
1.3846900462,0.4801699002,0.8625020402,0.0957588935
0.6294693818,0.8336173990,0.7138197549,0.3306506783
1.0703434000,0.3256701037,0.4588317440,0.3656437751
1.3817962335,0.4404221744,0.5733714337,0.9128775106
0.6864575316,0.1111873139,0.2371278704,0.6894189689
1.2312147501,0.8170080850,0.9996766321,0.9042764908
0.8235314307,0.1086803457,0.3072003434,0.1762804704
1.8470126218,0.5824802905,0.2395901808,0.6184148111
1.3793098737,0.1942426201,0.8757482893,0.1596514675
1.4503365484,0.5336973952,0.0384364896,0.4245911800
1.1169992844,0.1907297414,0.4692232402,0.1061465340
0.3942741809,0.0655327317,0.3258318045,0.7373222561
1.7183011308,0.5475918476,0.4473262486,0.5015614459
1.1435952615,0.7311094659,0.2283659991,0.0584374127
0.9696403416,0.8551128872,0.7891781938,0.7562105966
0.7980837565,0.9953624680,0.7284303189,0.5045214049
1.2329135185,0.2493038193,0.7257353347,0.2820210587
1.0772555671,0.2358676889,0.2166538817,0.9310093030
0.6285777360,0.0907767858,0.1397206047,0.6609961901
0.8903582147,0.9245816568,0.8798947361,0.8661111512
0.2665108560,0.9048290701,0.6583351875,0.1422419700
1.3750913382,0.4008342538,0.2579872365,0.9493903048
0.6389995531,0.0993672411,0.8822745606,0.8525801674
0.5196402233,0.0558989133,0.4453194588,0.2191123653
1.1350697871,0.1735416759,0.4133891867,0.1443512944
0.3796000144,0.9317196330,0.2113813364,0.4886011401
1.1082748304,0.3893971545,0.1816528392,0.6069193380
1.5559561858,0.5348527534,0.4518173899,0.0057068879
1.1012987046,0.3660681172,0.4625344942,0.6335269362
1.3199205262,0.4340064218,0.7947426076,0.6032119463
1.1289789469,0.2652523564,0.6109879794,0.2247949116
1.9239780298,0.5341023211,0.7473689097,0.7943814390
0.9437342123,0.1254319494,0.3790367953,0.3270483684
1.2593592061,0.4001293897,0.5786225154,0.7326551028
1.2203466071,0.8433744539,0.6748759729,0.9086631474
0.5393105447,0.9542721388,0.2511753085,0.5601812834
0.9032405543,0.1267814328,0.5555983441,0.6661480973
1.8129482629,0.6724501565,0.7177415204,0.3849193249
0.9876362454,0.4453933194,0.1922779410,0.4282407649
1.9796801690,0.5518252517,0.7754309824,0.9261334211
1.2211138503,0.9768062235,0.6227658472,0.9521093631
0.8278436050,0.2112855192,0.0903033051,0.4067120500
0.6025542476,0.8416222351,0.2178131587,0.5374328696
1.0014885782,0.9155082525,0.1564406173,0.8796873324
1.1749737716,0.7317302948,0.3944736341,0.0258182497
1.3433549285,0.4030864563,0.0926216632,0.8553717010
1.0831605907,0.9361616292,0.2786782685,0.8857622762
2.0677329823,0.5875489968,0.7828693095,0.9909625666
1.2025506917,0.7317487189,0.4841413728,0.1172317368
0.0680774680,0.0236842949,0.9057579792,0.8684801170
1.4103591765,0.7589133900,0.5102031336,0.6445665439
1.1981825515,0.1791982070,0.6648362150,0.3757685089
