1.0714754159,0.1599911450,0.5859435148,0.8238367772,0.1789030586,0.5972631687,0.2543427817,0.4756063111,0.9004930476,0.7853176386,0.0902994889,0.6749249929,0.8130369916,0.5854524521,0.2300354565,0.3284918651,0.9386655214,0.8069891988,0.6103964000
1.3902157289,0.2972602368,0.6848995215,0.4638841603,0.0320318946,0.5469900206,0.4971035768,0.2386621231,0.7067086332,0.2130928413,0.8153616754,0.3496115899,0.4791471784,0.4654810274,0.8435642473,0.2662240975,0.2531340450,0.6630892764,0.3280577891
1.0348179058,0.8913574299,0.5648732620,0.9931919916,0.9470116476,0.8086930316,0.0398188781,0.5422301415,0.8024000346,0.1214080348,0.5230064980,0.3483383221,0.1881821600,0.7689005271,0.8925824125,0.6307042262,0.0101599937,0.5390606441,0.3941767195
0.8205143219,0.2425215601,0.1092962604,0.3455499211,0.6568606852,0.2230596718,0.0630064289,0.0561868635,0.9630004436,0.7611986800,0.4381708619,0.5738840117,0.5262636812,0.6870363341,0.0605125791,0.8890401656,0.3609158036,0.1724880406,0.1704855762
1.2360979848,0.7792144992,0.5396525108,0.9242554506,0.1714247888,0.5929128203,0.9351152711,0.5494582185,0.9432090794,0.5431483029,0.5574574127,0.1138927894,0.2061594254,0.8078225965,0.1576522953,0.8853583662,0.0660144670,0.2960481671,0.8065715630
0.7557170755,0.9943655917,0.9222445778,0.1623095721,0.6286676002,0.3079955572,0.0076660126,0.3476098746,0.7170672595,0.2093677582,0.1943346387,0.6874664621,0.6233181119,0.5310607604,0.9778445129,0.8273161353,0.5600695261,0.5276660511,0.8254335380
1.8642794453,0.5900711134,0.7256430751,0.9189663139,0.5545035839,0.9802282024,0.4107633935,0.4866834006,0.9884139034,0.6229112340,0.5268717843,0.7602528768,0.0163760459,0.2129957766,0.4607476579,0.5139788020,0.0999024655,0.4412166114,0.2813959816
1.0430910305,0.1464104202,0.6126152462,0.0541051984,0.4832634375,0.9250250364,0.8374253033,0.9846888370,0.0771632931,0.3121264503,0.5496765625,0.9680775037,0.7766394582,0.5276269577,0.3157279560,0.1844399892,0.9418069207,0.4212600418,0.4022145993
1.3032758863,0.7431127434,0.5729594796,0.1266179717,0.1669672920,0.2536458321,0.1548412026,0.0472975559,0.2121302717,0.5839500094,0.5736400892,0.2108304015,0.6107201619,0.7773785407,0.9975764392,0.3875612747,0.1446753610,0.7050349847,0.2190993359
0.8434420792,0.1136778008,0.5244697831,0.4940107263,0.4308026372,0.0708039084,0.3315734281,0.7311506660,0.8816152257,0.8581588278,0.4998624837,0.0525940742,0.9195059055,0.0092259021,0.3194293794,0.2214628182,0.7744295438,0.2566230501,0.0884884596
1.8395870103,0.5383485894,0.9770845429,0.9786377878,0.9972385559,0.8966604919,0.0488041051,0.5894114009,0.4609895960,0.8815249676,0.1703886785,0.1559051751,0.6611226281,0.0791173678,0.1484887076,0.2208903367,0.3984079044,0.0480124737,0.8227549698
0.8617306146,0.2956514637,0.0748340350,0.2919012251,0.1781856293,0.5426009356,0.6161220391,0.6584209759,0.2567590052,0.9225800987,0.2703841795,0.0050906778,0.8205436920,0.1146365556,0.0553013305,0.6860712040,0.1893120686,0.1971369623,0.6955498707
0.6925086495,0.8135053545,0.2638409887,0.1422696011,0.6288235798,0.8322677601,0.7646091267,0.1773879920,0.7587631716,0.1986104677,0.5390674112,0.2932478207,0.9360883173,0.8094268460,0.0875655291,0.5569028433,0.2291793881,0.4845843080,0.7464020022
1.7148619368,0.6039038719,0.6908146666,0.1738645809,0.4762385573,0.8447332854,0.0777349180,0.5372059587,0.7001777213,0.9663004952,0.8066427089,0.1815664720,0.5738000966,0.0554593323,0.0410932723,0.5621873069,0.5861852270,0.9002457545,0.5819730007
0.3146090195,0.0580621592,0.1637920001,0.2363429221,0.5881418417,0.3675305209,0.2396301737,0.2886536133,0.2836692311,0.6906577000,0.9508722149,0.5638491355,0.6931666714,0.8239021019,0.3416029183,0.8282664837,0.7150665121,0.0620236124,0.1902662581
1.5096701031,0.3613161398,0.5624663331,0.9132711172,0.0564489824,0.6927414892,0.5279643798,0.5431959750,0.2227027959,0.0305252517,0.1781773190,0.6753331760,0.7144396637,0.3770371468,0.6256960252,0.9527725501,0.7236961480,0.3770728493,0.1233539925
1.5542772550,0.3492477640,0.6341764992,0.6628939655,0.6478201988,0.4998985207,0.8865038978,0.7203379254,0.8943348782,0.2423034160,0.9861139363,0.0677048813,0.7945421395,0.9172174110,0.0282199056,0.8020002256,0.3215844425,0.9923477418,0.6938307843
1.2967725965,0.2827077838,0.5541177294,0.9827495999,0.1169746182,0.3345782310,0.8032231387,0.3744218194,0.2768654593,0.8347290261,0.6536165338,0.2834515599,0.6757106597,0.5934432913,0.8844826975,0.1683505438,0.1479286263,0.7835743490,0.9550512483
0.6598461030,0.9967959874,0.4246552883,0.8242522836,0.0670015943,0.5871909312,0.2906680173,0.9643955734,0.4324006085,0.1582801890,0.7953611089,0.8362637926,0.6706236179,0.1828403659,0.2487647322,0.7411948098,0.7122992846,0.7115845334,0.7971002118
1.5285053986,0.3341387522,0.8032165998,0.3778150535,0.7041631880,0.6414810740,0.1026463995,0.0685164019,0.3487692396,0.8274316958,0.3178503385,0.8147541354,0.0469032934,0.0390065120,0.4269351309,0.0271249521,0.4401045295,0.3072311141,0.7767719796
0.6850387405,0.7788888349,0.0782028864,0.2001828708,0.6079309173,0.7430945553,0.8198006650,0.0847792563,0.7367753377,0.6132577933,0.7943513613,0.0695889426,0.2284943645,0.0785631601,0.0734476522,0.9517338175,0.3758800120,0.7860592766,0.4610653705
1.2722600183,0.6284894736,0.2178021809,0.2984678147,0.0514049653,0.9691434408,0.9463158836,0.0123508339,0.9351329720,0.3710985400,0.1741194643,0.7665446438,0.5031976975,0.8495440405,0.4757635006,0.6761398652,0.7877672876,0.3702504908,0.0465389728
1.2987022407,0.6756358223,0.2951093079,0.3187122744,0.7777243314,0.0080019458,0.1617611135,0.3837476221,0.7699600209,0.4906212525,0.3081246478,0.0740903175,0.5850814142,0.3777865444,0.1517920462,0.8351440023,0.1439990634,0.5858667313,0.5954812019
0.5906929832,0.8200907056,0.1177307783,0.0390113396,0.9349707701,0.7261334243,0.3588730823,0.2567920274,0.0614550018,0.1102141512,0.2293697548,0.5806967844,0.1565041311,0.5695492939,0.2897286919,0.5408885170,0.6582873880,0.9038070424,0.5778908732
1.3221895640,0.8304591996,0.9014213604,0.6767933891,0.9466265134,0.7211694487,0.4173341460,0.0080657384,0.1200161133,0.1091153185,0.4279157219,0.4480656366,0.1132797840,0.2752722243,0.7391176387,0.4792266333,0.8511026543,0.8570260744,0.1093695775
