0.6320441720,0.9435325056,0.3594210333,0.7848054120
1.5856206384,0.5912781852,0.2943285612,0.9227256864
0.9067829311,0.8693315447,0.3641384263,0.9731768146
1.3112209167,0.2245243307,0.8054958679,0.6808962313
1.2906030027,0.4710605212,0.0308054706,0.8947982031
1.5286698619,0.5736325238,0.3903082577,0.3546790372
1.4002228589,0.6519730195,0.3470284246,0.5075799081
0.8584647265,0.3709357027,0.0552028539,0.2504092003
1.2429838513,0.8409630382,0.8181544146,0.6673254262
1.8182125576,0.4705875911,0.9698444927,0.8402607540
1.2889441994,0.2450674613,0.5675470894,0.9559512473
1.0273181883,0.7856175646,0.3693502797,0.4699236659
1.9343167630,0.5178268273,0.9018934017,0.7142955456
1.2166935284,0.3981379235,0.4620413497,0.0923098061
1.2901934630,0.4920349578,0.2290223638,0.0931320280
0.4910064841,0.0912768202,0.2158254595,0.6991263910
1.0816014771,0.1791832249,0.5683871583,0.6026190587
0.6469882888,0.9662654268,0.4581998481,0.7745273112
0.5592037218,0.0348943207,0.6446066187,0.9803033293
0.9365893793,0.0473827949,0.9076498214,0.1557783648
1.0111016938,0.6752487079,0.0252779212,0.0614655915
1.1107929273,0.1346966562,0.9013229583,0.7828889387
1.6388655900,0.6617883437,0.6494568421,0.2937609463
1.5798088019,0.5281052871,0.4818685348,0.9511148453
1.6524143612,0.4542040976,0.7469234737,0.3586530944
1.0902700613,0.9254249509,0.8523723209,0.9918857235
1.3848145765,0.2270426286,0.8703851293,0.4769903583
1.4884924284,0.5093821142,0.5417980970,0.0918404166
0.7724255399,0.8810777642,0.6043950323,0.1053065172
0.8794394748,0.7390570909,0.1134350822,0.3812482551
1.3818620817,0.6695266463,0.4652623430,0.0649695622
1.5001690828,0.6222619493,0.3667278335,0.3813389429
0.8023802441,0.1629516558,0.1839122956,0.9930890049
1.6822753483,0.6044454403,0.5874248354,0.7809758584
1.1318666212,0.3835388450,0.1541601974,0.6071659526
1.2135433423,0.4048348306,0.4034558557,0.0878309843
1.1395666103,0.4209050994,0.0519361161,0.9019569217
1.4957276524,0.3748499283,0.7153179795,0.5883298596
1.2649048006,0.4401443827,0.3384512988,0.0319409405
1.1650246305,0.6545933215,0.0994545789,0.2348020912
