7871,92,2,2,1,2,2,0,3,4,3,5,3,3,3,4,5,4,5,4,4,4,4,5,16,647,8
845,93,2,2,1,2,2,0,3,2,3,3,3,3,3,2,2,4,3,4,4,4,4,4,5,130,9
2330,90,1,2,1,2,2,0,2,3,3,2,3,3,4,2,3,4,5,4,3,2,3,3,8,254,6
21272,86,3,2,1,2,2,0,3,2,2,4,2,2,1,3,5,4,4,5,4,3,2,3,16,1056,2
4224,88,2,2,1,2,2,0,2,3,3,3,4,3,3,4,3,4,4,3,4,5,4,4,12,383,4
2826,92,2,3,1,2,2,1,4,2,3,3,3,3,3,2,2,4,4,4,4,4,5,4,12,345,8
7320,87,2,2,1,2,2,0,2,4,3,5,4,3,2,3,5,5,5,3,4,4,2,3,27,209,3
9125,86,2,2,1,2,2,0,1,2,3,3,2,2,2,4,5,4,3,3,3,3,2,3,24,366,2
11900,87,2,4,2,2,1,0,2,4,3,3,2,1,2,4,5,3,2,2,2,3,4,2,54,1181,3
4300,87,1,2,1,2,2,0,2,2,3,2,3,3,3,2,5,3,4,2,3,2,3,3,13,181,3
4150,90,2,5,1,2,1,0,1,5,3,4,2,3,1,3,3,3,2,2,2,1,1,2,21,739,6
900,91,3,1,0,2,2,0,2,2,2,2,4,3,3,1,4,4,3,4,4,1,5,1,7,108,7
583,90,3,5,0,2,2,0,3,2,3,3,4,2,2,2,4,4,3,5,3,3,4,2,10,48,6
2565,91,1,2,1,2,2,0,2,2,3,2,4,3,3,3,5,4,3,3,4,2,4,3,19,249,7
4047,92,2,2,1,2,2,0,2,3,4,3,3,3,3,3,3,5,5,2,4,3,3,3,11,371,8
1520,87,2,2,1,2,2,0,1,2,3,2,4,3,3,4,4,4,3,2,4,3,3,3,13,211,3
25910,91,2,2,1,2,2,1,4,4,1,3,3,3,4,4,5,4,4,4,4,3,3,4,32,1849,7
37286,89,2,2,1,2,2,1,4,4,3,4,3,4,4,5,4,5,4,5,5,3,1,4,38,2482,5
15052,85,3,3,1,2,2,0,4,3,2,3,3,3,2,4,5,4,4,4,4,4,2,3,40,434,1
11039,87,2,2,1,2,2,0,3,4,3,4,4,4,2,3,4,5,5,3,4,4,2,3,29,292,3
18500,90,3,3,1,2,2,0,4,4,4,2,3,3,3,4,3,4,4,5,3,2,3,3,14,2954,6
9369,91,2,3,1,2,2,0,1,4,3,2,4,3,3,4,4,5,4,3,4,2,4,3,14,304,7
7184,89,2,5,1,2,1,0,1,4,3,2,3,2,3,2,4,4,4,2,2,3,3,3,28,353,5
10447,92,2,2,1,2,2,1,4,2,2,2,4,3,3,4,4,5,5,5,4,2,2,4,16,567,8
5100,91,2,2,1,2,2,1,3,4,3,4,3,3,3,3,3,4,4,3,3,2,3,3,13,467,7
63694,87,2,2,1,2,2,0,3,4,3,3,4,3,3,4,5,4,4,4,4,4,2,4,45,3368,3
1651,92,3,2,1,2,2,1,2,3,3,3,4,3,4,2,4,4,3,2,4,4,2,4,4,253,8
1450,91,4,3,1,2,2,1,3,1,4,2,3,3,4,2,3,2,3,2,4,2,4,3,10,196,7
1745,92,1,2,1,2,2,0,4,3,4,2,3,3,4,3,5,3,3,3,4,4,5,3,12,185,8
1798,88,3,2,1,2,2,0,2,2,4,3,2,2,2,3,4,5,4,4,4,3,3,4,6,387,4
2957,88,5,2,1,2,2,0,2,1,3,3,3,3,2,4,5,3,2,3,3,3,4,3,28,430,4
963,89,2,2,1,2,2,0,2,3,4,2,3,3,3,3,4,3,4,2,4,3,3,3,6,204,5
1233,88,2,2,1,2,2,0,1,3,3,3,4,3,3,2,3,4,2,3,4,2,4,3,6,71,4
3240,91,1,3,1,1,1,0,3,4,2,4,3,5,3,4,5,5,4,3,5,4,4,5,6,840,7
10000,90,2,3,1,1,1,0,4,4,2,4,3,5,3,5,3,5,5,4,5,3,4,5,11,1648,6
6800,91,2,3,1,1,1,0,4,4,2,4,3,5,3,5,3,5,5,4,5,3,4,5,8,1035,7
3850,85,3,2,1,2,2,0,1,3,3,4,2,3,2,3,4,3,3,3,4,4,3,3,22,548,1
14000,91,3,3,1,2,2,1,3,4,3,4,4,4,3,3,4,4,4,5,5,4,3,4,31,2054,7
5787,88,5,2,1,2,2,0,2,2,3,2,4,3,3,3,4,3,3,3,3,2,4,3,26,302,4
9700,93,3,3,1,2,2,1,3,4,2,2,3,4,4,4,2,4,2,4,3,4,3,4,22,1172,9
1100,91,1,5,1,1,2,0,1,3,3,3,2,2,3,3,3,4,3,3,4,4,4,3,7,253,7
5578,92,2,2,1,2,2,0,2,3,4,2,4,3,3,3,3,5,5,3,3,2,3,3,14,227,8
1060,92,2,2,1,2,2,0,3,4,3,3,3,3,3,2,3,4,3,3,4,3,3,3,6,59,8
5279,91,1,2,1,2,2,1,4,3,3,4,4,4,4,3,4,4,3,5,4,3,2,3,6,299,7
8117,89,3,2,1,2,2,0,1,3,3,3,4,3,3,3,3,5,3,4,4,3,2,4,15,422,5
8710,90,2,5,1,2,1,0,3,4,4,3,5,4,4,5,3,4,4,3,5,2,4,4,9,1058,6
796,90,1,5,4,2,2,0,3,4,2,2,3,3,2,4,4,4,4,3,4,4,5,3,9,65,6
11023,88,3,3,1,2,2,0,3,5,5,3,3,2,3,4,5,5,4,4,4,3,4,4,26,390,4
1755,90,2,2,1,2,2,0,2,4,4,2,3,4,3,2,2,3,3,3,3,2,4,4,13,193,6
5931,91,1,2,1,2,2,1,4,4,3,2,3,3,3,3,3,4,3,4,4,4,3,3,28,1526,7
4456,93,3,3,1,2,2,1,2,2,3,3,3,3,3,4,2,4,3,4,4,2,3,3,13,575,9
3600,87,2,2,1,2,2,0,1,2,3,3,4,3,3,3,4,4,3,2,4,4,2,3,13,509,3
4557,88,5,2,1,2,2,0,3,1,4,4,2,3,3,2,3,2,2,2,4,5,3,3,12,583,4
8752,88,3,2,1,2,2,0,2,4,3,5,3,3,3,4,5,4,3,3,4,3,3,3,14,315,4
3440,89,3,2,1,2,2,0,2,3,4,5,3,3,3,3,3,4,4,2,4,4,3,3,12,138,5
1981,88,2,3,1,2,2,0,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,9,257,4
13700,85,2,2,1,2,2,0,1,2,3,3,2,2,2,4,5,4,3,3,4,4,2,3,30,423,1
7105,91,5,5,1,2,1,0,3,4,2,4,3,3,3,3,3,5,3,3,4,3,4,4,20,495,7
6816,90,3,3,1,2,2,1,4,2,3,3,4,3,3,3,4,4,3,4,3,2,4,3,16,622,6
4620,92,1,2,1,2,2,1,2,3,3,3,3,3,4,4,5,5,5,5,4,3,2,3,12,204,8
7451,90,3,3,1,2,2,1,4,2,3,2,3,3,2,3,5,5,4,5,5,1,5,4,15,616,6
39479,91,3,3,1,2,2,0,3,2,4,3,3,3,3,4,3,5,5,5,4,4,5,4,33,3643,7
